v1_x,v1_y,v1_z,v2_x,v2_y,v2_z,v1_idx,v2_idx
-5.4979,-6.5046,-5.2399e-06,-5.2979,-6.5043,-5.1991e-06,1101,1102
-1.3025,-9.2993,4.3447e-05,-1.3024,-9.1005,4.3771e-05,1861,1904
-0.097445,-9.5,0.00010891,0.099297,-9.4993,0.00011411,1824,1825
-4.3023,-3.5075,-3.0209e-05,-4.1019,-3.5029,4.7955e-07,1356,2322
-4.7001,-11.101,-2.4754e-05,-4.6994,-10.696,-2.3744e-05,436,483
-4.6999,-6.508,-5.9718e-06,-5.0978,-6.3031,-4.8672e-06,1105,1119
-3.5729,-6.7061,2.8833,-3.5728,-6.5054,2.8832,6577,6593
-0.30152,-9.6983,-2.9403e-05,-0.26452,-9.7012,8.9753e-05,666,1779
1.0984,-9.4992,0.00011329,1.2912,-9.5003,0.0001092,1830,1831
2.2482,-10.003,0.95709,2.2614,-9.9692,0.90511,3322,3376
-6.0959,-1.5129,2.95,-6.2966,-1.0981,2.95,7145,7153
-6.094,-16.692,2.95,-5.9633,-16.472,2.95,5210,5214
-5.9633,-16.472,2.95,-6.0971,-16.095,2.95,5214,5220
-2.2947,-10.036,0.50006,-2.3385,-9.9872,0.49957,2800,2852
-3.6981,-13.703,-1.6192e-05,-4.0996,-13.292,-1.7012e-05,177,205
-2.7798,-2.0113,2.7021,-2.9094,-2.0303,2.89,5198,7082
-3.6777,-12.895,2.95,-3.6845,-12.708,2.95,5451,5469
-2.3032,-9.6968,-2.3545e-05,-2.5016,-9.6995,4.5958e-05,656,1768
-6.3038,-8.0993,-5.9927e-06,-6.1952,-7.804,-5.0068e-06,934,947
-0.17219,-11.777,0.83109,-0.063661,-12.096,1.3013,3273,3703
-8.899,-8.1584,-3.0958e-05,-8.8935,-8.1567,1.9155e-06,928,2085
-3.2848,-14.897,-1.9247e-05,-3.5017,-14.487,-1.3817e-05,80,112
-3.0914,-10.085,-2.2194e-05,-3.1038,-9.896,-2.1707e-05,542,587
-2.8648,-7.6645,-9.1262e-06,-2.7041,-7.7037,-9.0482e-06,961,962
-3.2991,-15.475,-1.0188e-05,-3.7046,-15.298,-1.2115e-05,27,42
-0.90469,-8.2999,4.4029e-05,-0.50469,-8.0993,4.328e-05,2058,2101
-5.2988,-10.496,-1.7851e-05,-5.0978,-10.495,-1.691e-05,501,502
-1.1068,-8.3,4.456e-05,-0.90469,-8.2999,4.4029e-05,2057,2058
-2.1033,-7.3027,-8.901e-06,-1.9034,-7.3028,-8.7827e-06,1013,1014
-3.301,-9.9863,1.7002,-3.3009,-9.9863,1.8937,4150,4340
-3.4838,-13.905,-1.8244e-05,-3.6981,-13.703,-1.6192e-05,161,177
-5.2985,-11.296,-1.7448e-05,-5.2984,-11.099,-1.7647e-05,408,433
0.2971,-7.5001,-7.8369e-06,0.49874,-7.6976,0.00010834,997,2167
-3.5758,-1.9034,2.9016,-3.6973,-1.7115,2.95,7110,7137
-4.0996,-13.292,-1.7012e-05,-4.2982,-12.9,-1.8433e-05,205,236
-4.4998,-12.285,-2.7426e-05,-4.8998,-11.889,-2.6922e-05,300,344
-3.3797,-14.118,-2.0856e-05,-3.3923,-13.951,-8.5036e-06,145,162
-2.4685,-10.872,-2.5949e-05,-2.3034,-10.698,-2.601e-05,468,491
-1.5035,-11.898,2.95,-1.702,-11.697,2.95,5563,5587
-3.7018,-6.3053,2.95,-3.7013,-6.1026,2.95,6608,6624
-3.1749,-15.302,-2.5713e-05,-3.18,-15.137,-2.7442e-05,45,63
-3.2991,-15.475,-1.0188e-05,-3.1749,-15.302,-2.5713e-05,27,45
-1.3102,-7.8446,-8.4648e-06,-1.3026,-7.7022,-8.4996e-06,955,969
3.4941,-9.9764,2.95,3.643,-9.9748,2.95,5844,5845
1.481,-9.1002,0.00010798,1.6878,-9.0992,0.00010858,1918,1919
-3.5039,-4.2812,-1.1697e-05,-3.691,-4.0984,-1.9831e-05,1285,1301
-3.5729,-6.9062,2.8834,-3.5729,-6.7061,2.8833,6561,6577
-8.1124,-9.9299,2.8989,-8.2974,-9.5003,2.95,5791,5924
-5.2988,-10.496,-1.7851e-05,-5.6962,-9.8964,-1.1689e-05,501,584
-8.2937,-2.3007,-3.7821e-05,-8.2945,-2.0986,-2.7189e-05,1476,1499
-10.699,-9.6894,7.2947e-06,-10.543,-9.7081,6.8753e-06,1754,1755
-5.5793,-8.0614,2.95,-5.3739,-7.8275,2.95,6298,6338
-3.6845,-12.708,2.95,-3.6929,-12.496,2.95,5469,5490
-7.493,-9.499,-7.4678e-06,-7.2939,-9.4984,-7.6009e-06,702,703
-4.9222,-7.4146,2.95,-4.702,-7.4111,2.95,6418,6419
-4.5002,-11.098,-2.4503e-05,-4.5002,-10.896,-2.4009e-05,437,462
-3.6822,-4.5044,-5.5392e-06,-3.5039,-4.2812,-1.1697e-05,1269,1285
3.2511,-9.9883,1.099,3.2511,-9.9885,1.3019,3593,3780
-7.4414,-5.0515,2.95,-7.687,-4.6936,2.95,6690,6728
-6.4551,-10.1,1.1016,-6.4551,-10.099,1.3,3536,3723
0.69775,-9.6985,-3.0474e-05,0.89435,-9.7003,0.00010578,671,1785
3.2511,-9.9885,1.3019,3.2511,-9.9884,1.5005,3780,3966
-4.9729,-15.6,2.95,-4.8937,-15.514,2.95,5232,5241
-4.8937,-15.514,2.95,-4.7034,-15.316,2.95,5241,5251
-0.50336,-9.6976,-2.8781e-05,-0.50563,-9.6987,4.0702e-05,665,1778
-6.2995,-1.6907,5.1379e-06,-6.2987,-1.5547,5.8293e-06,2477,2493
1.1067,-8.8929,0.86778,1.2715,-8.6958,0.89181,3381,3385
-8.9031,-8.299,2.95,-8.5103,-8.173,2.95,6244,6291
0.68094,-7.3152,-6.2081e-06,0.7024,-7.2982,5.1174e-05,1027,2222
-1.3032,-9.2979,-2.5427e-05,-1.3112,-9.1623,-2.5081e-05,769,812
-4.8998,-11.889,-2.6922e-05,-4.7007,-11.495,-2.5719e-05,344,387
-0.30218,-12.7,-3.3415e-05,-0.13267,-12.707,-3.383e-05,265,266
-1.1066,-11.143,-2.9206e-05,-0.97645,-11.185,-2.9584e-05,450,451
-3.5729,-10.295,0.96298,-3.5729,-10.295,1.0999,3294,3534
-7.5158,-9.9566,2.6418,-7.7909,-9.9565,2.8032,5110,5793
-10.912,-8.099,7.7097e-06,-10.97,-7.9482,0.29852,2075,2642
0.2981,-9.8952,-2.9918e-05,0.31104,-9.7109,-2.9743e-05,604,669
-4.3028,-15.306,2.95,-4.1014,-15.301,2.95,5253,5254
-7.4932,-8.5022,-2.2666e-06,-7.2916,-8.5001,-2.8909e-06,889,890
-3.5736,-12.895,2.0993,-3.5736,-12.896,2.299,4439,4622
-1.0918,-9.3014,4.2887e-05,-0.90559,-9.3001,4.2403e-05,1862,1863
-3.7019,-11.898,2.95,-3.7018,-11.698,2.95,5561,5585
-5.2984,-11.099,-1.7647e-05,-5.2987,-10.898,-1.7694e-05,433,458
-0.10068,-9.4978,-2.9533e-05,-0.097445,-9.5,0.00010891,724,1824
-5.8986,-11.499,-1.9643e-05,-5.2985,-11.296,-1.7448e-05,381,408
-4.7007,-11.495,-2.5719e-05,-4.7001,-11.101,-2.4754e-05,387,436
-6.8956,-9.2965,-8.3237e-06,-6.6956,-9.2985,-8.3563e-06,756,757
3.2511,-9.9884,2.1005,3.0926,-10.064,2.3562,4531,4691
-7.897,-9.4994,-6.9134e-06,-7.6929,-9.4995,-7.2899e-06,700,701
-3.6998,-11.096,2.95,-3.7021,-10.895,2.95,5653,5674
-5.4979,-6.5046,-5.2399e-06,-5.6994,-6.304,-4.9786e-06,1101,1116
-3.0997,-2.3078,2.95,-3.2765,-2.0349,2.8925,7053,7080
-2.3175,-10.053,0.92947,-2.3395,-9.9877,1.1001,3299,3591
-2.78,-2.0113,1.2996,-2.78,-2.0113,1.4993,3844,4030
-1.7049,-7.3037,2.95,-1.3082,-7.3018,2.95,6479,6481
-5.8989,-11.098,-1.9783e-05,-5.8991,-10.898,-1.9967e-05,430,455
-0.70082,-12.956,0.099957,-0.5024,-12.956,0.30055,1620,2536
-3.7013,-11.499,2.95,-3.7036,-11.296,2.95,5608,5631
-0.90261,-9.6984,-2.7652e-05,-0.71698,-9.6994,4.1289e-05,663,1777
-5.2988,-13.505,-1.802e-05,-5.3014,-13.307,-1.8109e-05,184,199
-2.78,-2.0113,0.50061,-2.9204,-2.0164,0.69031,2941,3206
-3.5742,-11.097,2.8828,-3.5743,-10.899,2.8832,5654,5675
-3.1064,-9.9838,2.367,-2.9029,-9.9838,2.3664,4720,4721
-0.83177,-11.875,0.040839,-0.72226,-11.876,0.10335,1638,1639
-9.001,-2.9878,-6.1274e-05,-8.8121,-2.7875,-6.1274e-05,1407,1430
2.6992,-9.9013,-3.4397e-05,2.8961,-9.9125,-3.4747e-05,616,617
-0.06351,-12.543,0.092026,-0.063498,-12.499,0.31311,1629,2544
-3.7018,-11.698,2.95,-3.7013,-11.499,2.95,5585,5608
0.89937,-7.3032,-7.6581e-06,0.89324,-7.3004,5.0256e-05,1028,2223
-3.1819,-3.4844,2.95,-3.1622,-3.2929,2.95,6890,6918
-6.4488,-2.9019,0.69267,-6.4547,-2.5009,1.0993,3197,3650
-3.5009,-14.503,2.95,-3.3833,-14.12,2.95,5325,5358
-3.3833,-14.12,2.95,-3.398,-13.956,2.95,5358,5375
-3.398,-13.956,2.95,-3.7021,-13.499,2.95,5375,5405
-4.3031,-4.906,-2.5299e-06,-3.9005,-4.7162,-2.1213e-06,1235,1253
-3.7021,-13.499,2.95,-3.5775,-13.061,2.9052,5405,5436
-3.691,-4.0984,-1.9831e-05,-3.8993,-3.8992,-2.253e-05,1301,1319
-5.8962,-9.6963,-1.1721e-05,-6.146,-9.3345,-1.0956e-05,650,760
-4.6994,-10.696,-2.3744e-05,-4.92,-10.502,-1.9883e-05,483,503
0.49819,-9.6981,-3.0034e-05,0.49995,-9.7,0.00010896,670,1783
-11.686,-9.9181,-2.0758e-05,-11.474,-9.6991,-3.0831e-05,554,622
-0.063661,-12.096,1.3013,-0.063661,-12.095,1.6998,3703,4076
2.533,-10.012,-3.4556e-05,2.518,-10.014,0.00011555,547,1690
-5.6986,-11.095,-1.9096e-05,-5.6987,-10.896,-1.9166e-05,431,456
-8.9074,-8.4996,1.9722e-06,-8.9152,-8.2998,1.9819e-06,2008,2045
-5.1776,-7.6231,2.95,-4.9222,-7.4146,2.95,6377,6418
-6.4231,-6.3018,0.90306,-6.455,-6.5006,1.3,3441,3829
-7.8968,-8.9007,-1.0756e-06,-7.4932,-8.5022,-2.2666e-06,832,889
-4.1007,-4.9077,-2.5233e-06,-3.6822,-4.5044,-5.5392e-06,1236,1269
-3.5375,-10.049,1.6975,-3.5336,-10.05,1.8899,4097,4287
-0.063435,-12.704,0.30488,-0.063512,-12.499,0.4995,2541,2760
-0.063585,-12.299,2.1003,-0.063593,-12.303,2.2834,4452,4634
-5.8991,-10.898,-1.9967e-05,-5.2987,-10.898,-1.7694e-05,455,458
-7.1886,-4.3126,2.95,-7.1886,-4.1036,2.95,6774,6797
-3.6929,-12.496,2.95,-3.6958,-12.295,2.95,5490,5513
-6.4546,-0.52413,2.7013,-6.4506,-0.32091,2.8855,5208,7163
-2.3395,-9.9876,2.1003,-2.5002,-9.9838,2.3664,4529,4723
2.3171,-7.6991,2.9501,2.3186,-7.4997,2.9501,6409,6454
-5.6911,-10.502,-1.8831e-05,-5.6799,-10.308,-1.488e-05,499,520
-8.6997,-1.9095,-2.2395e-05,-8.9021,-1.7077,-2.1192e-05,1523,1544
-0.70187,-7.3018,-8.3634e-06,-0.50315,-7.3029,-8.2511e-06,1020,1021
-2.6636,-9.1356,-2.1064e-05,-2.7007,-9.1002,4.7451e-05,805,1897
-3.5736,-12.896,2.299,-3.5739,-13.031,2.7003,4622,5015
-11.875,-9.9555,2.5003,-11.875,-9.9555,2.7008,4894,5088
-6.1065,-1.6881,4.6654e-06,-6.2987,-1.5547,5.8293e-06,2478,2493
-6.4492,-10.098,0.69895,-6.4551,-10.1,1.1016,3024,3536
2.6992,-9.9013,-3.4397e-05,2.676,-9.7913,-3.5286e-05,616,681
-9.2643,-1.695,-1.9848e-05,-9.0971,-1.5503,-2.0099e-05,1542,1565
-6.9021,-9.9567,0.10004,-7.0937,-9.9566,0.29994,1718,2629
-3.7023,-6.9056,2.95,-3.7021,-6.7035,2.95,6560,6576
3.4282,-10.206,1.4936,3.4282,-10.206,1.6961,3908,4095
-6.4551,-10.099,1.3,-6.4551,-10.099,1.5,3723,3909
1.8962,-9.7002,0.00010554,2.0991,-9.6996,0.00011879,1790,1791
-6.4399,-9.0985,2.3745,-6.4551,-9.4976,2.5006,4732,4920
-6.4501,-0.32176,0.69117,-6.4235,-0.32033,0.90011,3221,3481
-8.7233,-9.7001,-2.1283e-05,-8.8842,-9.6951,2.0458e-06,636,1763
-0.70456,-11.499,2.95,-0.91205,-11.31,2.95,5616,5638
-3.7021,-6.7035,2.95,-3.702,-6.5041,2.95,6576,6592
-3.5725,-10.301,1.8914,-3.5727,-10.499,2.2995,4284,4653
1.1022,-7.2992,-7.5926e-06,1.0943,-7.3015,5.1061e-05,1029,2224
-6.4551,-10.098,0.5004,-6.4492,-10.098,0.69895,2797,3024
-6.4828,-9.8486,0.099866,-6.4551,-10.098,0.5004,1719,2797
-3.7036,-11.296,2.95,-3.6998,-11.096,2.95,5631,5653
-1.1066,-11.143,-2.9206e-05,-1.506,-10.902,-2.8864e-05,450,473
-0.089333,-11.912,2.902,-0.50206,-11.699,2.95,5570,5593
-0.71433,-11.489,-3.0486e-05,-0.56899,-11.494,-3.0903e-05,400,401
-6.7213,-9.8491,-7.18e-06,-6.4828,-9.8486,0.099866,579,1719
-6.6956,-9.2985,-8.3563e-06,-6.296,-9.2982,-8.7106e-06,757,759
-3.7022,-10.694,2.95,-3.5741,-10.498,2.8828,5690,5707
-0.90261,-9.6984,-2.7652e-05,-0.90583,-9.701,4.1747e-05,663,1776
-6.4398,-8.9218,2.3745,-6.4551,-8.7004,2.4989,4733,4924
-1.0885,-12.488,-3.1368e-05,-0.70086,-12.497,-3.211e-05,284,286
-3.6953,-1.7141,-3.2083e-05,-3.6973,-1.7211,4.2021e-06,1563,2490
-0.063512,-12.499,0.4995,-0.063512,-12.499,0.89946,2760,3254
-6.4492,-5.0999,0.69199,-6.4492,-4.8994,0.69229,3183,3186
-6.7213,-9.8491,-7.18e-06,-6.9021,-9.9567,0.10004,579,1718
-1.4675,-12.075,2.95,-1.5035,-11.898,2.95,5539,5563
-4.6951,-9.5888,2.95,-4.497,-9.5858,2.95,5934,5935
-5.1063,-9.5134,2.9501,-5.3091,-9.309,2.95,5932,5992
-6.4551,-8.0842,2.1,-6.4517,-8.2761,2.3091,4532,4734
-2.5033,-9.6968,-2.2939e-05,-2.5016,-9.6995,4.5958e-05,655,1768
-3.6927,-9.3074,2.95,-3.4837,-9.106,2.9501,5993,6046
1.044,-8.5904,0.70017,1.0528,-8.5947,0.84511,3112,3388
-8.302,-8.9,2.95,-8.2965,-8.6992,2.95,6091,6143
-7.0937,-9.9566,0.29994,-7.0937,-9.9566,0.4999,2629,2850
-11.883,-9.9555,1.4992,-11.883,-9.9555,1.9034,3938,4315
-9.9022,-8.2967,2.95,-10.304,-8.0992,2.95,6239,6290
-11.032,-7.9591,1.3175,-11.041,-7.9634,1.7006,3784,4161
-3.4837,-9.106,2.9501,-3.4218,-8.9367,2.9501,6046,6098
-6.4235,-0.32033,0.90011,-6.4546,-0.52511,1.3008,3481,3854
-5.5856,-8.7015,2.95,-5.5883,-8.503,2.95,6149,6201
0.69158,-8.7001,0.00011472,0.88622,-8.7016,0.087355,1993,1994
-0.50469,-8.0993,4.328e-05,-0.26886,-8.1006,9.0411e-05,2101,2102
-3.6199,-4.9827,0.86734,-3.5769,-4.994,0.91486,3456,3457
-6.4517,-8.2761,2.3091,-6.4551,-8.7004,2.4989,4734,4924
-7.0937,-9.9566,0.4999,-7.0957,-9.9566,0.70308,2850,3078
-1.1027,-7.3024,-8.5171e-06,-0.90171,-7.3026,-8.4364e-06,1018,1019
-11.021,-7.9649,2.2273,-10.964,-7.9532,2.288,4736,4737
-3.5359,-10.051,1.5092,-3.5375,-10.049,1.6975,3910,4097
-3.3016,-9.9865,2.0997,-3.1064,-9.9838,2.367,4528,4720
-6.4548,-4.3008,2.7001,-6.4548,-4.0998,2.7,5182,5183
-8.0992,-9.4977,-7.1561e-06,-8.3178,-9.5004,1.8951e-07,699,1810
-10.295,-9.707,-2.5238e-05,-10.317,-9.6908,6.1616e-06,628,1756
-3.5711,-5.3058,1.8997,-3.5711,-5.3058,2.0996,4402,4585
-9.0963,-9.6986,-2.3266e-05,-9.2756,-9.7067,3.1627e-06,634,1761
3.2511,-9.9884,1.5005,3.2511,-9.9883,1.6991,3966,4156
-3.4106,-8.6948,2.9501,-3.4107,-8.5001,2.9501,6150,6202
-5.5883,-8.503,2.95,-5.5911,-8.3053,2.95,6201,6254
-5.5911,-8.3053,2.95,-5.5793,-8.0614,2.95,6254,6298
-4.5044,-3.509,-3.0209e-05,-4.2998,-3.6743,8.9407e-08,1355,2304
-7.0957,-9.9566,0.70308,-7.0935,-9.9568,1.0998,3078,3589
-5.7027,-1.686,2.95,-6.0959,-1.5129,2.95,7127,7145
-4.7019,-12.1,-2.7216e-05,-4.5007,-12.098,-2.6968e-05,322,323
-6.0999,-3.504,-3.2426e-05,-6.1007,-3.5297,2.5785e-07,1347,2312
-3.5384,-10.048,1.3005,-3.5359,-10.051,1.5092,3724,3910
-3.301,-9.9863,1.5003,-3.301,-9.9863,1.7002,3963,4150
-2.7046,-9.9838,2.3666,-2.5002,-9.9838,2.3664,4722,4723
-3.9106,-3.6852,8.1129e-08,-3.7004,-3.6662,1.3784e-07,2306,2307
-11.286,-9.7036,-2.9911e-05,-11.314,-9.696,9.0491e-06,623,1751
-8.096,-8.301,-5.5234e-07,-7.9781,-8.1969,-8.9407e-07,911,932
-2.5039,-9.2962,-2.1957e-05,-2.7007,-9.3001,4.713e-05,763,1854
-2.7038,-7.5037,-9.0899e-06,-2.7001,-7.5,5.0035e-05,982,2178
-0.90429,-7.6987,4.4969e-05,-0.71498,-7.6986,4.4512e-05,2160,2161
-2.4147,-11.004,-2.6464e-05,-2.4685,-10.872,-2.5949e-05,443,468
-3.4107,-8.5001,2.9501,-3.4119,-8.3,2.9501,6202,6255
-6.4504,-8.085,1.7001,-6.4541,-8.0873,1.8937,4157,4347
-0.8429,-12.849,-3.2323e-05,-0.89865,-12.694,-3.2012e-05,241,262
-7.2951,-9.9567,2.2859,-7.4929,-9.9565,2.4983,4717,4916
-8.4904,-9.7037,8.0925e-07,-8.3137,-9.6995,2.6746e-07,1765,1766
-6.3116,-0.31316,-5.4358e-05,-6.3175,-0.28955,5.502e-08,1598,2514
-3.622,-10.093,0.86349,-3.5384,-10.048,1.3005,3296,3724
-3.3003,-9.9861,1.3154,-3.301,-9.9863,1.5003,3777,3963
-3.6231,-7.823,2.95,-3.8238,-7.6235,2.95,6339,6378
-6.2958,-0.90694,2.95,-6.3042,-0.69805,2.95,7155,7158
1.0935,-8.9355,0.00010982,0.88622,-8.7016,0.087355,1959,1994
-7.0935,-9.9568,1.9001,-7.0935,-9.9568,2.1001,4339,4527
-2.78,-2.0113,1.4993,-2.78,-2.0113,1.6991,4030,4220
-11.305,-8.299,2.95,-11.31,-8.0979,2.95,6232,6285
-0.4958,-7.4928,2.95,-0.29792,-7.4976,2.95,6440,6441
-11.45,-9.7017,9.4663e-06,-11.314,-9.696,9.0491e-06,1750,1751
-8.0161,-4.4233,2.95,-8.2094,-4.2076,2.95,6747,6768
-0.50384,-8.2993,4.296e-05,-0.26805,-8.3009,9.0969e-05,2060,2061
-2.1034,-7.5012,2.9501,-1.9064,-7.5013,2.95,6432,6433
-3.4161,-8.0754,2.9501,-3.6231,-7.823,2.95,6299,6339
-5.3739,-7.8275,2.95,-5.1776,-7.6231,2.95,6338,6377
-3.5711,-5.1138,1.1,-3.5711,-5.3057,1.5,3649,4022
1.0907,-7.6995,0.00011091,1.2976,-7.7006,0.00010984,2170,2171
-6.4551,-8.0869,1.3101,-6.4504,-8.085,1.7001,3781,4157
-7.0936,-9.9568,1.3003,-7.0935,-9.9568,1.7002,3776,4149
-7.0935,-9.9568,1.7002,-7.0935,-9.9568,1.9001,4149,4339
-0.5263,-11.644,0.11584,-0.73801,-11.852,0.25128,1645,2553
-5.899,-11.696,-1.9539e-05,-5.4991,-11.494,-1.8212e-05,359,383
-1.103,-9.2969,-2.6019e-05,-1.3025,-9.2993,4.3447e-05,770,1861
-8.4997,-9.6981,-1.1506e-05,-8.6824,-9.701,1.4624e-06,637,1764
-8.4997,-9.6981,-1.1506e-05,-8.4904,-9.7037,8.0925e-07,637,1765
-2.3394,-9.9877,1.9003,-2.3395,-9.9876,2.1003,4341,4529
-0.70504,-9.3129,-2.7266e-05,-0.5057,-9.3309,-2.79e-05,772,773
-11.883,-9.9555,0.89782,-11.883,-9.9555,1.0983,3325,3565
-4.3005,-3.7105,-2.6595e-05,-4.5003,-3.5067,4.2915e-07,1336,2320
-11.3,-8.5001,2.95,-11.305,-8.299,2.95,6180,6232
-11.296,-8.7012,2.95,-11.3,-8.5001,2.95,6128,6180
-3.5765,-12.896,2.8923,-3.576,-12.498,2.8797,5452,5491
-1.7054,-7.3,4.7748e-05,-1.5111,-7.3002,4.7246e-05,2210,2211
-10.666,-9.0957,7.1228e-06,-10.455,-9.1025,6.4898e-06,1884,1885
0.69469,-9.5255,-3.0063e-05,0.8932,-9.5013,0.00010555,728,1829
-9.2028,-1.8212,2.95,-9.2555,-1.6809,2.95,7083,7111
-5.6994,-6.304,-4.9786e-06,-5.8991,-5.9062,-4.3791e-06,1116,1147
-6.455,-6.5007,1.9001,-6.455,-6.5006,2.2997,4395,4781
-0.70215,-9.697,-2.8213e-05,-0.71698,-9.6994,4.1289e-05,664,1777
-2.9747,-2.6759,2.95,-2.9564,-2.4889,2.95,7001,7028
3.4498,-10.06,2.3001,3.4591,-10.004,2.7021,4693,5087
-3.664,-10.146,-2.0761e-05,-3.5729,-10.295,0.29989,539,2574
-1.9034,-9.6974,-2.4681e-05,-1.7031,-9.6976,-2.5272e-05,658,659
-1.7137,-10.712,-2.7834e-05,-2.1022,-10.498,-2.612e-05,494,514
3.4906,-9.9581,-3.7405e-05,3.6851,-9.9749,-3.9171e-05,620,621
3.0971,-9.9305,-3.5073e-05,3.2938,-9.9413,-3.5947e-05,618,619
-3.3039,-7.3045,2.95,-3.7023,-6.9056,2.95,6471,6560
-6.1002,-1.7051,-3.6715e-05,-6.1065,-1.6881,4.6654e-06,1551,2478
-6.4549,-5.8973,2.6872,-6.4549,-5.6852,2.6985,5170,5172
-3.3108,-9.9799,0.70892,-3.3378,-9.9638,0.8854,3081,3352
-3.3378,-9.9638,0.8854,-3.3003,-9.986,1.1,3352,3590
-2.3394,-9.9876,1.7,-2.3394,-9.9877,1.9003,4151,4341
-6.2966,-1.0981,2.95,-6.1523,-0.89629,2.95,7153,7156
0.89772,-9.6977,-3.0877e-05,0.89435,-9.7003,0.00010578,672,1785
2.2926,-9.701,9.8582e-05,2.4841,-9.6992,0.00011528,1792,1793
-11.491,-7.9469,9.4175e-06,-11.324,-7.9479,0.082629,2116,2117
-6.4493,-4.6996,0.69119,-6.4496,-4.5009,0.69079,3188,3189
-2.5036,-7.5014,2.9501,-2.6944,-7.3224,2.95,6430,6474
-7.7025,-8.4971,-1.6778e-06,-7.898,-8.2985,-1.1245e-06,888,912
-3.3039,-7.3045,2.95,-2.6944,-7.3224,2.95,6471,6474
-2.704,-9.4962,-2.1854e-05,-2.5039,-9.2962,-2.1957e-05,711,763
-2.7801,-2.0113,2.5025,-2.7798,-2.0113,2.7021,4987,5198
-3.8238,-7.6235,2.95,-4.0666,-7.4149,2.95,6378,6422
-11.883,-9.9555,1.0983,-11.883,-9.9555,1.4992,3565,3938
-7.1906,-4.5012,2.95,-7.1886,-4.3126,2.95,6752,6774
-6.455,-6.5006,2.2997,-6.4493,-6.3118,2.4966,4781,4973
-6.455,-6.5006,1.4999,-6.455,-6.5007,1.9001,4015,4395
-6.455,-6.5006,1.3,-6.455,-6.5006,1.4999,3829,4015
-6.4551,-8.0844,0.50048,-6.4488,-8.0843,0.70014,2859,3113
-3.1034,-2.696,6.2967e-07,-2.9806,-2.6814,1.5877e-06,2400,2401
-11.285,-9.1004,2.95,-11.291,-8.9023,2.95,6024,6076
-9.9022,-8.2967,2.95,-9.5068,-8.2968,2.95,6239,6241
-3.2765,-2.0349,2.8925,-3.5758,-1.9034,2.9016,7080,7110
-8.1467,-8.3,2.95,-8.3079,-8.1823,2.95,6248,6292
-3.5729,-10.295,0.29989,-3.5387,-10.048,0.49989,2574,2798
-3.3002,-9.9859,0.49959,-3.3108,-9.9799,0.70892,2851,3081
-2.3395,-9.9877,1.5,-2.3394,-9.9876,1.7,3964,4151
-9.8964,-9.6986,-2.5602e-05,-9.8923,-9.7013,5.0068e-06,630,1758
-2.1038,-7.3008,2.9501,-1.7049,-7.3037,2.95,6477,6479
-2.8634,-9.3365,-2.0948e-05,-2.7005,-8.9001,4.7771e-05,761,1940
-8.6983,-1.6928,2.95,-8.4952,-1.69,2.95,7114,7115
-1.3014,-7.302,-8.532e-06,-1.1062,-7.3008,4.6157e-05,1017,2213
0.89547,-8.9137,0.69993,0.77153,-8.8322,0.83695,3109,3379
-1.9064,-7.5013,2.95,-1.5053,-7.5017,2.95,6433,6435
-0.30092,-9.4982,-2.8894e-05,-0.50444,-9.3,4.1334e-05,723,1865
-6.1302,-7.6724,-5.0087e-06,-5.8958,-7.3042,-4.8453e-06,960,1006
-6.4546,-0.52408,1.7001,-6.4546,-0.52402,2.0977,4230,4603
-8.2321,-8.6845,-1.7881e-07,-8.2222,-8.4969,-2.3842e-07,860,885
-8.1124,-9.9299,2.8989,-7.7909,-9.9565,2.8032,5791,5793
1.8932,-9.1116,9.8769e-05,2.2977,-9.1193,9.0255e-05,1920,1922
-6.1952,-7.804,-5.0068e-06,-6.1302,-7.6724,-5.0087e-06,947,960
-5.5122,-13.695,-2.1135e-05,-5.7001,-13.497,-2.0879e-05,168,182
-7.1894,-1.6977,2.95,-7.1874,-1.4993,2.95,7122,7142
-9.4961,-9.6997,-2.5669e-05,-9.6928,-9.6997,4.371e-06,632,1759
-9.306,-9.7105,-2.5006e-05,-9.2756,-9.7067,3.1627e-06,633,1761
-8.8986,-9.6981,-2.3544e-05,-8.8842,-9.6951,2.0458e-06,635,1763
-2.3394,-9.9876,1.3001,-2.3395,-9.9877,1.5,3778,3964
-2.3395,-9.9877,1.1001,-2.3394,-9.9876,1.3001,3591,3778
-8.2975,-9.0997,2.95,-8.302,-8.9,2.95,6039,6091
3.2511,-9.9885,1.9019,3.2511,-9.9884,2.1005,4346,4531
-3.0999,-2.3035,1.3354e-06,-2.9392,-2.2957,1.9308e-06,2438,2439
-0.70552,-7.6919,-8.2771e-06,-0.50574,-7.6742,-8.2219e-06,972,973
-0.5057,-9.3309,-2.79e-05,-0.50444,-9.3,4.1334e-05,773,1865
-3.4938,-2.3139,2.9926e-06,-3.2812,-2.3073,1.0878e-06,2436,2437
1.7017,-7.2892,2.95,2.096,-7.278,2.9501,6496,6498
-3.5709,-1.7091,2.501,-3.7002,-1.519,2.95,4991,7146
-5.699,-11.497,-1.8949e-05,-5.6986,-11.095,-1.9096e-05,382,431
-1.109,-7.502,2.95,-0.69936,-7.4995,2.9501,6437,6439
-9.306,-9.7105,-2.5006e-05,-9.4751,-9.6946,3.7842e-06,633,1760
-4.0105,-10.2,-2.1756e-05,-3.9005,-10.197,-2.1576e-05,537,538
